question,answer,context
Bir lisansüstü programın açılabilmesi için hangi süreçler izlenir?,"Öğretim üyelerinin başvurusu, ilgili anabilim dalı başkanının teklifi, enstitü kurulunun uygun görüşü ve Rektörlüğe sunulması ile YÖK onayı alınarak program açılır.","MADDE 6 - (1) Lisansüstü programları, enstitü anabilim dalları ile aynı veya değişik adlarla açılabilir. Enstitünün anabilim dallarında lisansüstü programların açılması için YÖK’ün kriterleri dikkate alınarak öğretim üyeleri tarafından yapılan başvuru, ilgili EABD başkanının teklifi, enstitü kurulunun uygun görüşü ile Rektörlüğe sunulur. Lisansüstü programlar YÖK onayıyla açılır."
Lisansüstü programlar hangi birim tarafından yürütülür?,"Lisansüstü programlar, anabilim dalı başkanlıklarına bağlı Program Yürütme Kurulu tarafından yürütülür.","MADDE 7 - (1) Lisansüstü programları, EABD başkanlıklarına bağlı Program Yürütme Kurulu tarafından yürütülür."
Gebze Teknik Üniversitesi'nde lisansüstü eğitim hangi dillerde verilebilir?,"Lisansüstü eğitim Türkçe, Türkçe-İngilizce veya İngilizce dillerinde verilebilir.","MADDE 8 - (1) Lisansüstü öğretimi; Türkçe, Türkçe -İngilizce veya İngilizce dillerinde yapılır."
Türkçe-İngilizce yürütülen bir programda mezuniyet için İngilizce ders alma zorunluluğu nedir?,"Öğrenciler, mezuniyet için gerekli toplam kredilerinin en az %30'unu İngilizce verilen derslerden almak zorundadır.","MADDE 8 - (1) Türkçe - İngilizce yürütülen programlarda öğrenciler, mezuniyet için gerekli toplam kredilerinin en az %30’unu İngilizce verilen derslerden almak zorundadır."
İngilizce yürütülen bir programda mezuniyet için İngilizce ders alma zorunluluğu nedir?,"Öğrenciler, mezuniyet için gerekli toplam kredilerinin %100'ünü İngilizce verilen derslerden almak zorundadır.","MADDE 8 - (1) İngilizce yürütülen programlarda öğrenciler, mezuniyet için gerekli toplam kredilerinin %100'ünü İngilizce verilen derslerden almak zorundadır."
Yüksek lisans programlarına başvurabilmek için hangi diploma gereklidir?,Yüksek lisans programlarına başvurabilmek için lisans diploması gereklidir.,MADDE 9 - (1) Yüksek lisans programlarına lisans diploması olanlar ile o yarıyıl sonunda mezun olabilecek durumdaki öğrenciler başvurabilir.
Doktora programlarına başvurabilmek için hangi diploma gereklidir?,Doktora programlarına başvurabilmek için lisans veya tezli yüksek lisans diploması gereklidir.,MADDE 9 - (1) Doktora programına başvurabilmek için adayların lisans veya tezli yüksek lisans mezunu veya o yarıyıl sonunda mezun olabilecek durumda olması gerekir.
Lisans derecesi ile doktora programına başvuranların AGNO'su en az kaç olmalıdır?,"Lisans derecesi ile doktora programına başvuranların AGNO'ları en az 4 üzerinden 3,00 veya eşdeğeri bir puan olmalıdır.","MADDE 9 - (1) Lisans derecesi ile doktora programına başvuracak öğrencilerin AGNO’ları en az 4 üzerinden 3,00 veya eşdeğeri bir puan olmak zorundadır."
Tezli yüksek lisans ve doktora programlarına başvurularda ALES puanı şartı nedir?,Tezli yüksek lisans ve doktora programlarına başvuranlar için ALES'ten en az 55 veya bu puana eşdeğer bir puan alınması gereklidir.,MADDE 9 - (2) Tezli yüksek lisans ve doktora programlarına başvuranlar için ALES’ten en az 55 veya bu puan eşdeğeri puan alınması gereklidir.
Lisansüstü programlara başvuru için yabancı dil yeterliliği nasıl belgelenir?,YÖK tarafından kabul edilen veya ÖSYM tarafından yapılan merkezi yabancı dil sınavlarından en az 55 veya muadili puan alınması gerekmektedir.,MADDE 9 - (2) Yüksek lisans ve doktora programlarına başvuru için YÖK tarafından kabul edilen ve/veya ÖSYM tarafından yapılan merkezi yabancı dil sınavlarından veya eşdeğeri kabul edilen sınavlardan en az 55 veya muadili puan alınması gerekir.
Doktora/sanatta yeterlik mezunlarının yüksek lisans ve doktora başvurularında ALES şartı aranır mı?,Doktora/sanatta yeterlik mezunlarının yüksek lisans ve doktora programlarına başvurularında ALES şartı aranmaz.,"MADDE 9 - (3) Doktora/sanatta yeterlik, tıpta uzmanlık, diş hekimliğinde uzmanlık, veteriner hekimliğinde uzmanlık, eczacılıkta uzmanlık mezunlarının yüksek lisans ve doktora programlarına başvurularında, ALES şartı aranmaz."
Lisansüstü programların öğrenci kontenjanları nasıl belirlenir?,"Program Yürütme Kurulunun ve/veya EABD başkanlığının görüşü, enstitü kurulunun önerisi ve Senato kararı ile belirlenir.","MADDE 10 - (1) Lisansüstü programlara başvuru esasları temel alınarak, Program Yürütme Kurulunun ve/veya EABD başkanlığının görüşü, enstitü kurulunun önerisi ve Senato kararı ile her yarıyıl için lisansüstü programların öğrenci kontenjanları ve başvuruda aranacak şartlar belirlenir."
Lisansüstü programlara başvuru nasıl yapılır?,"Başvurular, lisansüstü öğrenci kabul ilanında belirtilen usul ve şartlara uygun olarak, son başvuru tarihine kadar Öğrenci İşleri Daire Başkanlığına yapılır.","MADDE 11 - (1) Lisansüstü programına başvuru, lisansüstü öğrenci kabul ilanında belirtilen usul ve şartlara uygun olarak, son başvuru tarihine kadar Öğrenci İşleri Daire Başkanlığına yapılır."
Lisansüstü programlara giriş sınavları kimler tarafından yapılır?,"Giriş sınavları, Program Yürütme Kurulu veya EYK’nin her bir program için belirlediği sınav jürisi tarafından yapılır.","MADDE 12 - (1) Lisansüstü programlara giriş sınavları, Program Yürütme Kurulu veya EYK’nin her bir program için belirlediği sınav jürisi tarafından yapılır ve sınav notu ile değerlendirilir."
Tezli yüksek lisans veya doktora programlarına giriş sınavı değerlendirmesi nasıl yapılır?,ALES sınav sonucu ve giriş sınav sonucu dikkate alınarak belirlenir.,"MADDE 12 - (1) Tezli yüksek lisans veya doktora programına başvuran adayların başarı notu, ALES sınav sonucu ve giriş sınav sonucu dikkate alınarak belirlenir."
Tezsiz yüksek lisans programına giriş sınavı değerlendirmesi nasıl yapılır?,Mülakat sonuçları ile değerlendirilir.,MADDE 12 - (1) Tezsiz yüksek lisans programına başvuran adayların başarı notu ise mülakat sonuçları ile değerlendirilir.
Lisansüstü programlara kesin kayıt nasıl yapılır?,"Lisansüstü programını kazanan adaylar, istenilen belgelerin aslı veya onaylı örneği ile Öğrenci İşleri Daire Başkanlığına başvurarak kesin kayıtlarını yaptırmak zorundadırlar.","MADDE 13 - (1) Lisansüstü programını kazanan ve mezuniyetini belgeleyen adaylar, akademik takvimde belirtilen süre içinde istenilen belgelerin aslı veya onaylı örneği ile Öğrenci İşleri Daire Başkanlığına başvurarak kesin kayıtlarını yaptırmak zorundadırlar."
Lisansüstü programları kazanan adaylar aynı anda birden fazla programa kayıt yaptırabilir mi?,"Tezsiz yüksek lisans programları hariç, aynı anda birden fazla lisansüstü programına kayıt yaptırılamaz.","MADDE 13 - (1) Lisansüstü programları kazanan adaylar, tezsiz yüksek lisans programları hariç, aynı anda birden fazla lisansüstü programına kayıt yaptıramaz."
Bilimsel hazırlık programı hangi durumlarda uygulanır?,Yüksek lisans veya doktora programına kesin kayıt yaptırmaya hak kazanan ancak lisans/yüksek lisans derecelerini başvurdukları programdan farklı alanda almış olan adaylara uygulanabilir.,MADDE 14 - (1) Yüksek lisans veya doktora programına kesin kayıt yaptırmaya hak kazanan ancak lisans/yüksek lisans derecelerini başvurdukları yüksek lisans/doktora programından farklı alanda almış olan adaylara eksikliklerini gidermek veya başvurdukları programa uyumlarını sağlamak amacıyla bilimsel hazırlık programı uygulanabilir.
Bilimsel hazırlık programı en fazla ne kadar sürer?,"Bilimsel hazırlık programları, en fazla birbirini takip eden iki yarıyıl sürer.","MADDE 14 - (2) Bilimsel hazırlık programları, en fazla birbirini takip eden iki yarıyıl sürer ve bu süreçte en çok altı ders alınabilir."
Bilimsel hazırlık programında alınan derslerin kredileri AGNO'ya dahil edilir mi?,Bilimsel hazırlık programında alınan derslerin kredileri AGNO’ya katılmaz.,MADDE 14 - (2) Bu kapsamda alınan derslerin kredileri AGNO’ya katılmaz.
Özel öğrenci statüsü nasıl alınır?,"Bir yüksek lisans, doktora ya da sanatta yeterlik programına kayıtlı olan öğrenciler, Üniversitedeki lisansüstü derslere, kayıtlı olduğu EABD başkanlığının onayı ile özel öğrenci olarak kabul edilebilir.","MADDE 15 - (1) Bir yüksek lisans, doktora ya da sanatta yeterlik programına kayıtlı olan öğrenciler, Üniversitedeki lisansüstü derslere, kayıtlı olduğu EABD başkanlığının onayı ile özel öğrenci olarak kabul edilebilir."
Yatay geçiş yoluyla öğrenci kabulü için hangi şartlar aranır?,Öğrencilerin devam ettikleri lisansüstü programlarında en az bir yarıyılı başarıyla tamamlamış olmaları ve ilgili programa giriş koşullarını sağlamaları gerekir.,MADDE 17 - (1) Yatay geçiş için başvuruda bulunacak öğrencilerin devam ettikleri lisansüstü programlarında en az bir yarıyılı başarıyla tamamlamış olmaları gerekir. Öğrenciler ilgili yüksek lisans ve doktora programına giriş koşullarını sağlamak zorundadır.
Yabancı uyruklu adayların lisansüstü programlara başvuruları nasıl değerlendirilir?,"Başvurular, beyan ettikleri belgeler üzerinden ilgili Program Yürütme Kurulu ve/veya EABD başkanlığı tarafından değerlendirilir.","MADDE 18 - (1) Yabancı uyruklu adayların lisansüstü programlarına başvuruları, beyan ettikleri belgeler üzerinden ilgili Program Yürütme Kurulu ve/veya EABD başkanlığı tarafından değerlendirilir."
Lisansüstü dersler ne zaman açılır?,"İlk defa açılacak dersler, güz yarıyılı için mayıs ayı içerisinde, bahar yarıyılı için kasım ayı içerisinde açılır.","MADDE 19 - (1) İlk defa açılacak dersler, güz yarıyılı için mayıs ayı içerisinde, bahar yarıyılı için kasım ayı içerisinde Program Yürütme Kurulunun ve/veya EABD başkanının önerisi, enstitü kurulunun onayı ve Senato kararıyla kredili veya kredisiz olarak açılır."
Lisansüstü öğrencilere danışman ataması ne zaman yapılır?,Lisansüstü programlara kayıtlı olan öğrencilere en geç birinci yarıyılın sonuna kadar danışman ataması yapılır.,MADDE 20 - (1) Lisansüstü programlara kayıtlı olan öğrencilere en geç birinci yarıyılın sonuna kadar öğretim üyeleri arasından danışman ataması yapılır.
Bir öğretim üyesinin danışmanlık yükü tezli yüksek lisans ve doktora programlarında en fazla kaç olabilir?,Bir öğretim üyesinin danışmanlık yükü tezli yüksek lisans ve doktora programlarında en fazla 14 olabilir.,"MADDE 20 - (2) Bir öğretim üyesinin danışmanlık yükü tezli yüksek lisans ve doktora programlarında en fazla 14, tezsiz yüksek lisans programlarında en fazla 16’dır."
Uzmanlık alan dersi nedir?,Öğrencilerin danışmanları tarafından açılan ve tez çalışmasına yönelik olan derstir.,"MADDE 21 - (1) Uzmanlık alan dersi, öğrencilerin danışmanları tarafından açılan ve tez çalışmasına yönelik olan, tezli yüksek lisans ve doktora programının diğer lisansüstü dersleri ile aynı usulde olan derstir."
Uzmanlık alan dersine kayıt zorunluluğu ne zaman başlar?,Öğrenci tez konusunun belirlendiği yarıyıldan itibaren her yarıyıl uzmanlık alan dersine kayıt yaptırmak zorundadır.,MADDE 21 - (2) Öğrenci tez konusunun belirlendiği yarıyıldan itibaren her yarıyıl kendi tez danışmanınca açılan uzmanlık alanı dersine kayıt yaptırmak zorundadır.
Lisansüstü kredi sistemi nasıl düzenlenir?,"Kredi sistemi, ulusal kredi sistemi ve AKTS'ye göre düzenlenir.","MADDE 22 - (1) Kredi sistemi, ulusal kredi sistemi ve AKTS’ye göre düzenlenir."
Hangi dersler kredisizdir?,"Seminer, uzmanlık alanı dersi, dönem projesi, bilimsel araştırma teknikleri ile araştırma ve yayın etiği konularını içeren ders ve tez çalışması kredisizdir.","MADDE 22 - (2) Seminer, uzmanlık alanı dersi, dönem projesi, bilimsel araştırma teknikleri ile araştırma ve yayın etiği konularını içeren ders ve tez çalışması kredisizdir."
Öğrenciler kayıtlarını ne zaman yenilemek zorundadır?,"Öğrenciler, her akademik yarıyıl başında, akademik takvimde belirtilen tarihler içinde kayıtlarını yenilemek zorundadır.","MADDE 23 - (1) Öğrenciler, her akademik yarıyıl başında, akademik takvimde belirtilen tarihler içinde kayıtlarını yenilemek zorundadır."
Ders saydırma işlemi ne zaman yapılır?,"Ders saydırma işlemi, öğrencinin lisansüstü programına ilk kayıt olduğu yarıyılda yapılır.","MADDE 24 - (1) Ders saydırma işlemi, öğrencinin lisansüstü programına ilk kayıt olduğu yarıyılda, transkripti ile ilgili EABD’ye yapılır."
Lisansüstü programlarda bir dersten başarılı sayılmak için not ortalaması en az kaç olmalıdır?,"Bir dersten başarılı sayılabilmek için yarıyıl sonu başarı notunun en az CC (2,00) olması gerekir.","MADDE 25 - (2) Öğrencinin bir dersten başarılı sayılabilmesi için yarıyıl sonu başarı notunun en az CC (2,00) olması ve lisansüstü programlarından mezuniyet için AGNO’sunun en az BB (3,00) olması gerekir."
Lisansüstü programlardan mezuniyet için AGNO en az kaç olmalıdır?,"Lisansüstü programlarından mezuniyet için AGNO'nun en az BB (3,00) olması gerekir.","MADDE 25 - (2) Öğrencinin bir dersten başarılı sayılabilmesi için yarıyıl sonu başarı notunun en az CC (2,00) olması ve lisansüstü programlarından mezuniyet için AGNO’sunun en az BB (3,00) olması gerekir."
Lisansüstü öğrencilerin disiplin işlemleri hangi kanuna göre yürütülür?,Lisansüstü öğrencilerinin disiplin iş ve işlemleri 2547 sayılı Kanunun 54 üncü maddesi hükümlerine göre yürütülür.,MADDE 26 - (1) Lisansüstü öğrencilerinin disiplin iş ve işlemleri 2547 sayılı Kanunun 54 üncü maddesi hükümlerine göre yürütülür.
Lisansüstü öğrencilere en fazla ne kadar süreyle izin verilebilir?,"Öğrenciye, en çok iki yarıyıl süre ile izin verilebilir. Askerlik durumunda ise askerlik süresince izin verilebilir.","MADDE 27 - (1) Öğrenciye, danışmanın görüşü, program koordinatörlüğü ve/veya EABD başkanlığının önerisi ve EYK kararı ile en çok iki yarıyıl süre ile askerlik durumunda ise askerlik süresince izin verilebilir."
Lisansüstü öğrencilerin kayıtları hangi durumlarda silinir?,Öğrencinin kendi isteği ile kaydını sildirmek istemesi veya 2547 sayılı Kanunun 54 üncü maddesi hükümlerine göre yükseköğretim kurumundan çıkarma cezası alması durumunda kaydı silinir.,"MADDE 28 - (1) Öğrencinin kendi isteği ile kaydını sildirmek isteğini yazılı olarak beyan etmesi veya 2547 sayılı Kanunun 54 üncü maddesi hükümlerine göre yükseköğretim kurumundan çıkarma cezası alması durumunda, EYK kararı ile kaydı silinir ve ödemiş olduğu katkı payı ve öğrenim giderleri iade edilmez."
Lisansüstü tezler hangi dilde yazılmalıdır?,"Lisansüstü öğrencisi, tezini Türkçe veya İngilizce yazmak zorundadır. Öğretim dili İngilizce olan programlarda tezler İngilizce yazılmak zorundadır.","MADDE 29 - (1) Lisansüstü öğrencisi, yazım kuralları Senato tarafından belirlenen tez/dönem projesi yazım kılavuzuna göre tezini Türkçe veya İngilizce yazmak zorundadır. Öğretim dili İngilizce olan programlarda tezler İngilizce yazılmak zorundadır."
Tezli yüksek lisans öğrencilerinin mezuniyet için yayın koşulu nedir?,Tez çalışmasından üretilmiş ve ulusal/uluslararası etkinliklerde en az bir kere sunum yapmış olması veya ulusal/uluslararası hakemli dergilerde yayınlanmış en az bir makalesinin olması veya ulusal/uluslararası bir projede yer alması gerekmektedir.,"MADDE 31 - (1) Tezli yüksek lisans öğrencilerinin danışmanı ile birlikte tez çalışmasından üretilmiş ve ulusal/uluslararası etkinliklerde en az bir kere sözlü, yazılı veya görsel olarak sunum yapmış olması veya ulusal/uluslararası hakemli dergilerde/ sempozyum kitaplarında yayınlanmış veya yayına kabul edilmiş en az bir makalesinin/bildirisinin bulunması veya ulusal/uluslararası bir projede yer alması mezuniyet için yayın koşulu olarak aranır."
Doktora öğrencilerinin mezuniyet için yayın koşulu nedir?,"Tez çalışmasından üretilmiş, ilgili alanda Senato tarafından belirlenen indeksler kapsamındaki dergide yayınlanmış veya yayına kabul edilmiş en az bir makalesinin olması gerekmektedir.","MADDE 31 - (2) Doktora öğrencilerinin danışmanı ile tez çalışmasından üretilmiş, başka bir tezin mezuniyet yayın koşulu olarak kullanılmamış, ilgili alanda Senato tarafından belirlenen indeksler kapsamındaki dergide yayınlanmış veya yayına kabul edilmiş en az bir makalesinin olması mezuniyet için yayın koşulu olarak aranır."
Tezli yüksek lisans programının amacı nedir?,"Öğrencinin bilimsel araştırma yaparak bilgiye erişme, bilgiyi değerlendirme, yorumlama, kullanma ve üretme yeteneğini kazanmasını sağlamaktır.","MADDE 32 - (1) Tezli yüksek lisans programının amacı, öğrencinin bilimsel araştırma yaparak bilgiye erişme, bilgiyi değerlendirme, yorumlama, kullanma ve üretme yeteneğini kazanmasını sağlamaktır."
Tezli yüksek lisans programı en az kaç krediden oluşur?,"Tezli yüksek lisans programı, toplam yirmi bir krediden az olmamak koşuluyla en az yedi adet kredili ders, bir seminer, bilimsel araştırma teknikleri ve yayın etiği konularını içeren en az bir ders ile uzmanlık alan dersi ve tez çalışmasından oluşur.","MADDE 33 - (1) Tezli yüksek lisans programı, toplam yirmi bir krediden az olmamak koşuluyla en az yedi adet kredili ders, bir seminer, bilimsel araştırma teknikleri ve yayın etiği konularını içeren en az bir ders ile uzmanlık alan dersi ve tez çalışmasından oluşur."
Tezli yüksek lisans öğrencisi tez konusunu en geç ne zaman belirlemelidir?,"Öğrenci, en geç ikinci yarıyıl sonuna kadar tez konusunu belirlemelidir.","MADDE 33 - (2) Öğrenci, en geç ikinci yarıyıl sonuna kadar tez konusunu belirler."
Tezli yüksek lisans öğrencisi hangi durumda tezsiz yüksek lisans diploması alabilir?,"Tez çalışması reddedilen ve tez çalışmasını tamamlayamayan tezli yüksek lisans öğrencisi, talepte bulunması halinde ve ilgili anabilim dalında tezsiz yüksek lisans programı olması durumunda tezsiz yüksek lisans diploması alabilir.","MADDE 34 - (1) Tez çalışması reddedilen ve tez çalışmasını tamamlayamayan tezli yüksek lisans öğrencisi, talepte bulunması halinde ve ilgili anabilim dalında tezsiz yüksek lisans programı olması durumunda, ders kredi yükü, dönem projesi yazımı, katkı payı veya öğrenim ücreti ve benzeri gereklerini yerine getirdiğinde tezsiz yüksek lisans diploması alır."
Tezli yüksek lisans programının azami tamamlama süresi ne kadardır?,"Tezli yüksek lisans programının azami tamamlama süresi, bilimsel ve İngilizce hazırlıkta geçen süre hariç her yarıyıl kayıt yaptırıp yaptırmadığına bakılmaksızın altı yarıyıldır.","MADDE 35- (1) Tezli yüksek lisans programı azami tamamlama süresi, bilimsel ve İngilizce hazırlıkta geçen süre hariç her yarıyıl kayıt yaptırıp yaptırmadığına bakılmaksızın altı yarıyıldır."
Yüksek lisans tez jürisi nasıl oluşturulur?,"Jüri, tez danışmanı dâhil en az biri Üniversite dışından olmak üzere üç veya beş öğretim üyesinden oluşur.",MADDE 37 - (2) Jüri; tez danışmanı dâhil en az biri Üniversite dışından olmak üzere üç veya beş öğretim üyesinden oluşur.
Tezsiz yüksek lisans programının amacı nedir?,Öğrenciye mesleki konuda bilgi kazandırmak ve mevcut bilginin uygulamada nasıl kullanılacağını göstermektir.,MADDE 39 - (1) Tezsiz yüksek lisans programının amacı öğrenciye mesleki konuda bilgi kazandırmak ve mevcut bilginin uygulamada nasıl kullanılacağını göstermektir.
Tezsiz yüksek lisans programı en az kaç krediden oluşur?,Tezsiz yüksek lisans programı toplam otuz krediden ve 60 AKTS’den az olmamak koşuluyla en az on ders ve dönem projesi dersinden oluşur.,MADDE 40 - (1) Tezsiz yüksek lisans programı toplam otuz krediden ve 60 AKTS’den az olmamak koşuluyla en az on ders ve dönem projesi dersinden oluşur.
Tezsiz yüksek lisans programında danışman ataması ne zaman yapılır?,"Tezsiz yüksek lisans programında, her öğrenci için en geç birinci yarıyılın sonuna kadar danışman belirlenir.","MADDE 41 - (1) Tezsiz yüksek lisans programında, her öğrenci için ders seçiminde ve dönem projesinin yürütülmesinde danışmanlık yapacak bir öğretim üyesi veya Senato tarafından belirlenen niteliklere sahip doktorasını tamamlamış öğretim görevlisi en geç birinci yarıyılın sonuna kadar belirlenir."
Tezsiz yüksek lisans programının azami tamamlama süresi ne kadardır?,"Tezsiz yüksek lisans programını tamamlama süresi bilimsel hazırlıkta geçen süre hariç olmak üzere, her dönem için kayıt yaptırıp yaptırmadığına bakılmaksızın en az iki yarıyıl, en çok üç yarıyıldır.","MADDE 42 - (1) Tezsiz yüksek lisans programını tamamlama süresi bilimsel hazırlıkta geçen süre hariç olmak üzere, her dönem için kayıt yaptırıp yaptırmadığına bakılmaksızın en az iki yarıyıl, en çok üç yarıyıldır."
Doktora programının amacı nedir?,"Öğrenciye bağımsız araştırma yapma, bilimsel olayları geniş ve derin bir bakış açısı ile irdeleyerek yorum yapma ve yeni sentezlere ulaşmak için gerekli adımları belirleme yeteneği kazandırmaktır.","MADDE 45 - (1) Doktora programının amacı; öğrenciye bağımsız araştırma yapma, bilimsel olayları geniş ve derin bir bakış açısı ile irdeleyerek yorum yapma ve yeni sentezlere ulaşmak için gerekli adımları belirleme yeteneği kazandırmaktır."
Doktora programı tezli yüksek lisans derecesi ile kabul edilen öğrenciler için en az kaç krediden oluşur?,"Doktora programı, tezli yüksek lisans derecesi ile kabul edilen öğrenciler için toplam 21 krediden ve bir eğitim -öğretim dönemi 60 AKTS’den az olmamak koşuluyla en az yedi ders, seminer dersi, bilimsel araştırma teknikleri ve yayın etiği konularını içeren en az bir ders ile yeterlik sınavı ve uzmanlık alan dersi (tez önerisi ve tez izleme) olmak üzere en az 240 AKTS kredisinden oluşur.","MADDE 46 - (1) Doktora programı, tezli yüksek lisans derecesi ile kabul edilen öğrenciler için toplam 21 krediden ve bir eğitim -öğretim dönemi 60 AKTS’den az olmamak koşuluyla en az yedi ders, seminer dersi, bilimsel araştırma teknikleri ve yayın etiği konularını içeren en az bir ders ile yeterlik sınavı ve uzmanlık alan dersi (tez önerisi ve tez izleme) olmak üzere en az 240 AKTS kredisinden oluşur."
Doktora programı lisans derecesi ile kabul edilen öğrenciler için en az kaç krediden oluşur?,"Doktora programı, lisans derecesi ile kabul edilen öğrenciler için toplam 42 krediden az olmamak koşuluyla en az on dört ders, bilimsel araştırma teknikleri ve yayın etiği konularını içeren en az bir ders ile seminer dersi, yeterlik sınavı, uzmanlık alan dersi (tez önerisi ve tez izleme) olmak üzere en az 300 AKTS kredisinden oluşur.","MADDE 46 - (1) Lisans derecesi ile kabul edilen öğrenciler için ise toplam 42 krediden az olmamak koşuluyla en az on dört ders, bilimsel araştırma teknikleri ve yayın etiği konularını içeren en az bir ders ile seminer dersi, yeterlik sınavı, uzmanlık alan dersi (tez önerisi ve tez izleme) olmak üzere en az 300 AKTS kredisinden oluşur."
Doktora programına lisans derecesi ile kabul edilen bir öğrenci hangi durumda yüksek lisans programına geçebilir?,"Doktora programına lisans derecesi ile kabul edilmiş ve en az yedi dersini başarı ile tamamlamış bir öğrenci, tezli/tezsiz yüksek lisans programına gerekli kredi yükü, dönem projesi/tez ve benzeri diğer şartları yerine getirmiş olması kaydıyla geçebilir.","MADDE 47 - (1) Doktora programına lisans derecesi ile kabul edilmiş ve en az yedi dersini başarı ile tamamlamış bir öğrenci, tezli/tezsiz yüksek lisans programına gerekli kredi yükü, dönem projesi/tez ve benzeri diğer şartları yerine getirmiş olması kaydıyla geçebilir."
Doktora programının azami tamamlama süresi tezli yüksek lisans derecesi ile kabul edilenler için ne kadardır?,Doktora programının azami tamamlama süresi tezli yüksek lisans derecesi ile kabul edilenler için on iki yarıyıldır.,"MADDE 48 - (1) Doktora programı, bilimsel hazırlıkta geçen süre hariç tezli yüksek lisans derecesi ile kabul edilenler için kayıt olduğu programa ilişkin derslerin verildiği dönemden başlamak üzere her yarıyıl için kayıt yaptırıp yaptırmadığına bakılmaksızın sekiz yarıyıl olup azami tamamlama süresi on iki yarıyıl, lisans derecesi ile kabul edilenler için on yarıyıl olup azami tamamlama süresi on dört yarıyıldır."
Doktora programının azami tamamlama süresi lisans derecesi ile kabul edilenler için ne kadardır?,Doktora programının azami tamamlama süresi lisans derecesi ile kabul edilenler için on dört yarıyıldır.,"MADDE 48 - (1) Doktora programı, bilimsel hazırlıkta geçen süre hariç tezli yüksek lisans derecesi ile kabul edilenler için kayıt olduğu programa ilişkin derslerin verildiği dönemden başlamak üzere her yarıyıl için kayıt yaptırıp yaptırmadığına bakılmaksızın sekiz yarıyıl olup azami tamamlama süresi on iki yarıyıl, lisans derecesi ile kabul edilenler için on yarıyıl olup azami tamamlama süresi on dört yarıyıldır."
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
